,USER_ID,SESSION_ID,TIMESTAMP,ITEM_ID,EVENT_TYPE,EVENT_VALUE,SERVICE_TYPE,USER_LOCATION,SERVICE_LOCATION,SERVICE_TIME,SERVICE_PRICE
53,6861966e-930e-4a42-ab6e-eed13e3d3be4,13d091cb-1bb5-4315-a0c9-81b86d1b4e07,1556303400,BOU,Search,0.33,FLIGHTS,UTC,BOU,1576866600,0
54,c11573a1-5008-42f4-b40a-43e79504624b,afed3972-3113-449c-94e2-8a082b7be60c,1568745000,SPR,Search,0.33,FLIGHTS,DAT,SPR,1577039400,0
55,6ef921ac-1248-4313-b4bc-b9bd29bfb69c,c69839d8-64f6-4f59-b27f-ab6e5c456b14,1555612200,JHG,Search,0.33,FLIGHTS,VAR,JHG,1577557800,0
56,12e0a919-0b3e-4471-8faa-926fcc1f53ee,ccd99140-ea6d-4686-b878-36a921d18822,1554229800,CCA,Search,0.33,FLIGHTS,XMN,CCA,1576780200,0
57,04d47ac6-9f75-4975-a1e0-bdf0d603f713,659cdb9d-ee7d-4238-a364-b543c759b5e6,1571682600,BEG,View,0.66,FLIGHTS,BCN,BEG,1577039400,85
58,395a0867-040e-4a68-88b9-3c9aaa5b094a,d245fcb8-c1e2-4ee8-9676-9fc549fdda16,1556735400,CIP,View,0.66,FLIGHTS,SFO,CIP,1576866600,148
59,88276c52-b138-4576-8e9e-d75a05bbf1aa,c3c77201-964a-416e-9a47-78662b3e6c76,1573929000,ADB,Search,0.33,FLIGHTS,TFS,ADB,1576953000,0
60,ec36c667-e321-45ca-8694-9742edfd5a55,66a94ae3-1710-4bd4-945e-c9631e4f4a7d,1560969000,ANK,View,0.66,FLIGHTS,RNO,ANK,1577039400,92
61,19b85e39-01c2-43ef-9ae9-de6858339e56,58cf7bce-315c-446a-a805-3ade4d6da5ec,1554921000,NAB,Booking,0.99,FLIGHTS,BRG,NAB,1575916200,108
62,fccb9b37-a702-4427-9b6e-9c6c8aba8256,1e3a94e5-804a-4225-b228-382df76b6713,1568226600,CRG,Search,0.33,FLIGHTS,BZE,CRG,1576521000,0
63,0db87c03-93b8-4de1-94bd-0c4ff50e644a,ab64620e-9f98-4d8e-b60b-c346f27ed4fb,1570905000,TMU,View,0.66,FLIGHTS,EDI,TMU,1577644200,57
64,6e75ee2c-da73-4dd7-bf4b-210a4fa3dc9b,8792c493-3574-4f9d-bb3b-47d58862d60d,1572460200,BKK,Search,0.33,FLIGHTS,IGU,BKK,1575138600,0
65,d86f3c74-c0be-4b31-a239-341317ed85dd,e08fb67f-a86d-438c-bb92-070cec8de350,1573756200,LVS,View,0.66,FLIGHTS,STK,LVS,1576521000,133
66,629c6321-2791-4610-83da-b30c7d8cc073,12b6d20a-0c56-48d9-b95d-501e41208e39,1571250600,AGR,Booking,0.99,FLIGHTS,EDI,AGR,1577039400,123
67,6ef921ac-1248-4313-b4bc-b9bd29bfb69c,2189de03-3378-481c-8fba-79b5a1c8e660,1567967400,ZCO,View,0.66,FLIGHTS,BNN,ZCO,1576434600,119
68,66d51f0e-a781-43c7-abe9-20b990606b1e,3bde58f9-c0e6-44e1-8558-c2584bd64f71,1573756200,AGB,Booking,0.99,FLIGHTS,SDX,AGB,1576953000,102
69,86f33401-fa47-4cb0-a9be-acc56f328706,007c6280-086e-4757-9413-d57940f0eea1,1569868200,PRJ,Booking,0.99,FLIGHTS,LVS,PRJ,1576607400,133
70,e09c722a-7b00-4a62-9205-ea40a984427e,916ba6fd-e82e-4536-8f38-181420c60beb,1558377000,BKK,Booking,0.99,FLIGHTS,SDX,BKK,1576175400,59
71,110749c7-6b27-4bfb-bb92-ab1010b73ba5,72a7381b-5113-4f90-bb17-9711cb61d110,1560537000,TFS,View,0.66,FLIGHTS,MIR,TFS,1576866600,134
72,8b90819a-37d6-4975-ba77-7a56c797cea2,218997c7-e3ca-4985-8cae-6df83c9b9b8d,1555353000,BAI,View,0.66,FLIGHTS,TR1,BAI,1577385000,118
73,a023f786-502e-4ce9-ac2c-969aac379c22,1c9a0db1-fc55-4064-8f97-e7cdf77ea78d,1568399400,BKP,View,0.66,FLIGHTS,SAM,BKP,1577644200,133
74,2d73dd2c-c5b6-4996-8fdb-e2a9d69d3b91,724b27cf-4eae-427c-94b3-386f6da9038a,1574879400,OCJ,Booking,0.99,FLIGHTS,XMN,OCJ,1577385000,135
75,d0b939b2-da8a-4c2c-9ff8-28a7dcf7d775,db093e52-4534-4af6-a1f8-4500da8829bf,1556044200,BRS,Booking,0.99,FLIGHTS,DOM,BRS,1576953000,62
76,395a0867-040e-4a68-88b9-3c9aaa5b094a,473315ea-5300-40d0-81aa-9c007cd9d819,1557167400,PUY,View,0.66,FLIGHTS,JED,PUY,1575829800,148
77,4adb8637-8843-4f87-87bc-24a5f9fba412,57abef6e-9b53-4069-9e74-a28bc9da9644,1558204200,MG1,Booking,0.99,FLIGHTS,PMY,MG1,1576953000,59
78,08a8bdfc-2def-4099-b71b-3df64c377c5d,be909253-608d-4d5e-96cc-69e05afacd96,1554575400,PPT,Search,0.33,FLIGHTS,MFM,PPT,1576866600,0
79,3f960fd1-33db-4aa5-8105-cd502d10302b,73f23253-e691-4823-a396-c6d46e7d6ee3,1570127400,SRN,Search,0.33,FLIGHTS,QQY,SRN,1576866600,0
80,cf06662f-a20f-404b-8788-78fecd48c407,8d98a47d-1b37-48b8-bc0d-c0505db2b020,1570732200,NEP,Booking,0.99,FLIGHTS,CEN,NEP,1576261800,76
81,2fd93ab6-8ad9-4f03-8a0c-79811810ea59,533290c9-6906-4a73-b20d-cbca946b7263,1563733800,HUE,Booking,0.99,FLIGHTS,PYX,HUE,1576261800,109
82,17126aaa-62ad-42f6-bf97-8e5897b89673,154f99ff-4e18-4377-89f8-a1290e7634f1,1563042600,VIA,Booking,0.99,FLIGHTS,LGK,VIA,1577298600,135
83,17126aaa-62ad-42f6-bf97-8e5897b89673,9224f2ba-4b4c-499a-9795-73944a2bbfb7,1561141800,BUD,Search,0.33,FLIGHTS,WDR,BUD,1576521000,0
84,5e968f61-63dd-4b81-9cb8-2825c4c999bb,9974e166-7d11-43c3-9aa6-3b26dc0e1a4b,1560277800,BDO,Booking,0.99,FLIGHTS,ZNZ,BDO,1577385000,114
85,e516bc1f-c841-4710-8b00-b65963e9cb7f,35715d9b-d30d-4bf5-ad19-017055eb0831,1562092200,AGB,View,0.66,FLIGHTS,GOO,AGB,1576780200,115
86,e4f9909f-defe-47c0-846f-3e35ef5c4b20,3d310f7e-bcef-4508-a618-164fb96adb51,1570473000,DLU,Search,0.33,FLIGHTS,KSS,DLU,1576780200,0
87,28016f4a-8711-4202-a8a0-1703f69741a1,53fa763b-659b-4675-b0c1-121e048b37d0,1564252200,CN6,View,0.66,FLIGHTS,PUX,CN6,1576866600,99
88,ccc9f3c0-9317-4b85-835a-58d1d29dd4f3,23dff009-5ead-4822-8994-b3701832f486,1567276200,HAM,Booking,0.99,FLIGHTS,LAS,HAM,1576434600,65
89,a7981edb-234d-42ce-938a-8dd7aed43c98,a585b750-5685-4fdf-b907-017fd0a65e9a,1561919400,LUZ,Booking,0.99,FLIGHTS,TH5,LUZ,1575570600,116
90,ab6f6055-0070-47bd-8ec6-5358086426d0,9a13ea0a-b2bb-48b9-bff5-6ea93d25fc39,1568917800,ENO,Search,0.33,FLIGHTS,BDO,ENO,1576089000,0
91,3ceb7dae-803a-4f92-bd3e-c4e49232aeb2,d550812f-f9d0-49d9-ae39-6c0d0016f29f,1572460200,DUS,Search,0.33,FLIGHTS,HLE,DUS,1576434600,0
92,ec36c667-e321-45ca-8694-9742edfd5a55,2427efac-639c-4761-8295-c36562c3f86b,1557081000,PHL,Search,0.33,FLIGHTS,REP,PHL,1577385000,0
93,b61982db-4ac4-4d38-9f21-e8d3097fdaa7,3342d2cf-96f7-4fd8-9bb2-dc7305340bf5,1569868200,CPC,View,0.66,FLIGHTS,FUE,CPC,1576521000,60
94,dc964ab7-f9e4-4873-9e1e-59f4a660d443,e2ad763a-135b-436d-af1b-55b40d9074d0,1564597800,INN,Booking,0.99,FLIGHTS,OXF,INN,1577039400,126
95,2d73dd2c-c5b6-4996-8fdb-e2a9d69d3b91,ce4bf370-4d4d-423b-8c76-2c16ea4c41fb,1554748200,KCT,Search,0.33,FLIGHTS,JM1,KCT,1576607400,0
96,c2719f32-e2b1-4289-b1bf-b512df16b86c,8a7c6750-1366-4e8e-ab64-7b751eb63bf3,1567449000,DKR,Search,0.33,FLIGHTS,DMB,DKR,1576953000,0
97,a7981edb-234d-42ce-938a-8dd7aed43c98,e4d4fb3e-6009-47eb-9f50-18fa6ec4cf12,1560882600,LVR,Search,0.33,FLIGHTS,PEL,LVR,1577471400,0
98,395a0867-040e-4a68-88b9-3c9aaa5b094a,e7171c3d-22fc-42d0-8361-7d1ef983530e,1563647400,REP,View,0.66,FLIGHTS,TJA,REP,1576866600,92
99,33a08846-cfdb-48d0-b2e1-f96e29d04dd7,1ce2f8c1-2865-4344-a001-4c08cd589500,1573065000,CHT,View,0.66,FLIGHTS,EDI,CHT,1576434600,67
100,a023f786-502e-4ce9-ac2c-969aac379c22,cdb095be-2ff6-4271-bbb1-90e1a3cd50fa,1554143400,PHB,View,0.66,FLIGHTS,ERS,PHB,1577385000,127
101,db17d12f-b57e-4c47-a5fa-fc3a0dfa84b7,8ec553a6-4cc5-4347-80f0-3afaf5ee2352,1556821800,LAU,View,0.66,FLIGHTS,GWY,LAU,1576607400,64
102,ccc9f3c0-9317-4b85-835a-58d1d29dd4f3,0bb7aa8b-ce0e-4a8e-b145-a0ce6e9fd227,1567449000,RAK,Search,0.33,FLIGHTS,MIG,RAK,1576521000,0
103,25b6664f-c303-4db1-918c-388541805859,442c5faf-ef34-464a-a562-d150652dbb0a,1572719400,LYS,Search,0.33,FLIGHTS,EDI,LYS,1575484200,0
104,5e968f61-63dd-4b81-9cb8-2825c4c999bb,91817a19-835e-493a-b0de-f76510c59e59,1557945000,PCM,Search,0.33,FLIGHTS,BHX,PCM,1577039400,0
105,dc964ab7-f9e4-4873-9e1e-59f4a660d443,df2f5a6f-11c9-4d58-8cfa-6ff72a7b0c58,1558895400,US7,Booking,0.99,FLIGHTS,BUF,US7,1576693800,131
106,c2719f32-e2b1-4289-b1bf-b512df16b86c,078f0f51-f9f8-4953-8763-ae683d703636,1574706600,KUL,Booking,0.99,FLIGHTS,POZ,KUL,1576521000,96
107,47227935-085f-4877-8573-f56a3d7717a6,9769fc19-8fe4-45b3-953f-4e3430bf8fed,1559932200,UVF,Booking,0.99,FLIGHTS,DEN,UVF,1576693800,62
108,3ceb7dae-803a-4f92-bd3e-c4e49232aeb2,04a2ff57-548e-40fd-8a9a-01476943eaf7,1573065000,DVO,Booking,0.99,FLIGHTS,VGO,DVO,1577385000,56
109,a023f786-502e-4ce9-ac2c-969aac379c22,38cb64cc-bbe2-451e-a2fa-906552715e51,1556476200,CAA,View,0.66,FLIGHTS,TJA,CAA,1577385000,125
110,17bf6154-82cf-4f89-9c86-92b138495f89,10792940-a719-41c5-aaf9-6289342de0f9,1572546600,TR1,Booking,0.99,FLIGHTS,PEL,TR1,1577557800,65
111,04d47ac6-9f75-4975-a1e0-bdf0d603f713,5f882f1d-48ee-447c-80ab-5f072b46b4a6,1563820200,BKK,View,0.66,FLIGHTS,HKT,BKK,1577039400,57
112,ccc9f3c0-9317-4b85-835a-58d1d29dd4f3,8da709ba-125b-494b-8006-505010e3b133,1573756200,NOS,Booking,0.99,FLIGHTS,TRU,NOS,1576953000,120
113,92008169-91d7-4e9f-919d-882058875aab,052c75a7-678c-4c7f-86ef-d10987a9ced1,1561314600,LAU,Booking,0.99,FLIGHTS,CNG,LAU,1577557800,65
114,b84cfa7f-aeb6-4f58-b99d-92b6a64479ff,c4fd8e26-08fc-4a0a-b71b-eb33bbf151aa,1569522600,PAZ,View,0.66,FLIGHTS,LDN,PAZ,1577039400,143
115,ec8f936f-c223-417c-8ea6-9d8bed2d3760,f24f5cb3-6e1a-424f-8bbc-77e66f4c032b,1556476200,DXB,View,0.66,FLIGHTS,ZAG,DXB,1576693800,101
116,17f56392-6af0-47b2-b765-d858216e65d1,2aa39cdc-e08f-46df-a31f-eed6cdd44700,1572460200,KBP,View,0.66,FLIGHTS,PNQ,KBP,1577125800,118
117,2d73dd2c-c5b6-4996-8fdb-e2a9d69d3b91,fbd6c845-47bb-4cbe-b344-76648527f274,1557513000,PNH,Booking,0.99,FLIGHTS,ACP,PNH,1577125800,123
118,86f33401-fa47-4cb0-a9be-acc56f328706,4d9d90bc-0ffb-4864-b108-d62e0842335c,1562783400,AMS,Booking,0.99,FLIGHTS,MV,AMS,1577730600,50
119,5e968f61-63dd-4b81-9cb8-2825c4c999bb,99f261b8-b77e-4ff3-98fe-2a58c2ad948e,1563129000,BLN,Search,0.33,FLIGHTS,NCL,BLN,1576607400,0
120,1310863b-b43f-49d2-bad1-3d4d3b46eddb,ef86c1c1-35d4-457d-ab1d-d2d012c670e8,1572028200,MCY,Booking,0.99,FLIGHTS,CLA,MCY,1576434600,102
121,e34daa5d-fb80-416b-9bf5-5537bbfed7a6,edec3239-07e5-4d17-9502-0111f9f3a5f1,1567621800,BNX,Search,0.33,FLIGHTS,PDG,BNX,1576002600,0
122,12d8c4c0-a472-4da5-950b-ce02b426d32c,0bdb7641-874a-4292-bab1-40c47c514acf,1554661800,KER,View,0.66,FLIGHTS,CLV,KER,1576434600,124
123,a023f786-502e-4ce9-ac2c-969aac379c22,2e56d3a8-d859-4111-831a-0cbf0397683d,1563474600,ZAC,Booking,0.99,FLIGHTS,CEG,ZAC,1576866600,102
124,2fc40e8d-f77e-41e4-85d8-f2f3284e2f62,fc1ec7a8-40c0-421a-9b99-ff9100d66a24,1574188200,HYD,Booking,0.99,FLIGHTS,PIT,HYD,1577298600,104
125,fccb9b37-a702-4427-9b6e-9c6c8aba8256,814fa37d-6d7a-4063-9e9a-8527cd26f855,1554921000,DUC,Search,0.33,FLIGHTS,SPB,DUC,1577385000,0
126,8f630673-631e-4981-bf4e-af479e0130fc,7aa0347e-d135-4fca-b878-8933adff1254,1561919400,UMM,View,0.66,FLIGHTS,BNO,UMM,1576261800,109
127,d23e687d-69e3-4bf8-a21e-b6e82ec786fd,a2c332aa-0809-4808-9073-b559f6db4168,1568226600,TFS,View,0.66,FLIGHTS,DXB,TFS,1576953000,123
128,1310863b-b43f-49d2-bad1-3d4d3b46eddb,42a4bef6-4d96-4732-a0f1-6f455b5e6522,1565893800,VLL,Search,0.33,FLIGHTS,LEI,VLL,1576866600,0
129,12d8c4c0-a472-4da5-950b-ce02b426d32c,e54151c1-af52-45ab-af62-645ff29b6deb,1561401000,JOZ,View,0.66,FLIGHTS,DVO,JOZ,1576348200,69
130,523977a6-3b59-4e12-bb5f-bc30c0cd77d2,be149dfa-47ff-444d-89b6-9f4e17185652,1556649000,BCN,View,0.66,FLIGHTS,ABS,BCN,1577471400,115
131,110749c7-6b27-4bfb-bb92-ab1010b73ba5,626ce939-82d0-4dd6-b9e5-11b87c6c6b57,1564425000,BRI,View,0.66,FLIGHTS,BK2,BRI,1577125800,69
132,f4f9e561-e6df-43e8-8f22-39f5f2cf5f4a,2b86b1ed-e893-4eb6-9dda-e6b4f8316d35,1568658600,SAM,Search,0.33,FLIGHTS,SPZ,SAM,1575138600,0
133,f4f9e561-e6df-43e8-8f22-39f5f2cf5f4a,ae88db24-18a3-4dd2-99e0-8c22e9db1451,1560796200,VVI,View,0.66,FLIGHTS,SAM,VVI,1577385000,143
134,a023f786-502e-4ce9-ac2c-969aac379c22,aef35de5-1974-4595-a171-c1ee8094733d,1568053800,KBP,View,0.66,FLIGHTS,UST,KBP,1576780200,83
135,88276c52-b138-4576-8e9e-d75a05bbf1aa,4df60b98-bd7c-43ce-8f3b-3f40eb3d5a66,1571077800,FEZ,Booking,0.99,FLIGHTS,AAZ,FEZ,1577557800,134
136,08a8bdfc-2def-4099-b71b-3df64c377c5d,b1e155f4-c930-41ac-a612-6f1a636c8cf5,1574965800,CTR,Booking,0.99,FLIGHTS,TIN,CTR,1576953000,124
137,cf06662f-a20f-404b-8788-78fecd48c407,60f0bd6f-92ed-40bd-97bd-c79446217475,1555525800,PT5,Search,0.33,FLIGHTS,MCI,PT5,1576866600,0
138,92008169-91d7-4e9f-919d-882058875aab,2f5c0d0b-0119-492a-b6dc-3e32a3e2f278,1554229800,JHG,Booking,0.99,FLIGHTS,TUL,JHG,1576953000,77
139,dc964ab7-f9e4-4873-9e1e-59f4a660d443,32bd0ac3-8994-4508-a9c2-1ec153eb4cd5,1556303400,BOM,View,0.66,FLIGHTS,VF,BOM,1576261800,88
140,47227935-085f-4877-8573-f56a3d7717a6,ff590962-2dd1-473a-bfaa-57ecbf7e5ba2,1568658600,CN6,View,0.66,FLIGHTS,NQN,CN6,1577385000,99
141,1310863b-b43f-49d2-bad1-3d4d3b46eddb,6b185b45-aeac-48f2-89d6-26060821f626,1558895400,ACP,View,0.66,FLIGHTS,PTY,ACP,1575311400,60
142,88276c52-b138-4576-8e9e-d75a05bbf1aa,15869cc1-d659-43a9-bea9-4aababa344c2,1556217000,BCN,View,0.66,FLIGHTS,TRU,BCN,1576348200,102
143,a8480d12-4cc9-453d-86fc-4f73b3ce960b,6f2dd2d9-b891-4977-ae1c-4528f9283f89,1558377000,TRS,Booking,0.99,FLIGHTS,FMA,TRS,1577039400,56
144,629c6321-2791-4610-83da-b30c7d8cc073,36508b1c-410a-48ad-9261-4f6358d18dfe,1571941800,CCN,Search,0.33,FLIGHTS,CNN,CCN,1576780200,0
